"","object","original_response","cleaned_response","creativity"
"16161","brick","raam mee ingooien","raam ingooien","1.5"
"16162","brick","raam ingooien","raam ingooien","1.5"
"16163","brick","raam ingooien","raam ingooien","1.5"
"16164","brick","raam ingooien","raam ingooien","1.5"
"16165","brick","raam ingooien","raam ingooien","1.5"
"16166","brick","een raam ingooien","raam ingooien","1.5"
"16167","brick","een raam ingooien","raam ingooien","1.5"
"16168","brick","raam ingooien","raam ingooien","1.5"
"16169","brick","raam kapot","raam kapot","1.5"
"16170","brick","raam kapot maken","raam kapot","1.5"
"16171","brick","raam kapot gooien","raam kapot gooien","1.5"
"16172","brick","een raam mee kapot gooien","raam kapot gooien","1.5"
"16173","brick","een raam kapot gooien","raam kapot gooien","1.5"
"16174","brick","om een raam mee kapot te slaan als je jezelf buitensluit","raam kapot slaan jezelf buitensluit","2.5"
"16175","brick","om het raam open te houden","raam open houden","2.5"
"16176","brick","om het raam mee open te houden","raam open houden","2.5"
"16177","brick","om het raam open te houden zodat het niet dichtklapt","raam open houden zodat niet dichtklapt","2.5"
"16178","brick","een raam openen","raam openen","2"
"16179","brick","raam openhouder","raam openhouder","2.5"
"16180","brick","om een raam mee in te slaan","raam slaan","1.5"
"16181","brick","door een raam werpen","raam werpen","1.5"
"16182","brick","door ram gooien","ram gooien","1.5"
"16183","brick","ramen kapot maken","ramen kapot","1.5"
"16184","brick","ramenbreker","ramenbreker","1.5"
"16185","brick","een rand maken","rand","2.5"
"16186","brick","iets recht te maken door het er onder te leggen","recht onder leggen","2"
"16187","brick","mee rekenen","rekenen","3"
"16188","brick","het relief te gebruiken met een potlood en een a4 papier","relief potlood a papier","3"
"16189","brick","om iets te repareren","repareren","2.5"
"16190","brick","roddelen","roddelen","3.5"
"16191","brick","voor rode verf","rode verf","3.5"
"16192","brick","Rondjes rennen","rondjes rennen","3"
"16193","brick","rugleuning","rugleuning","3.5"
"16194","brick","ruilen","ruilen","2.5"
"16195","brick","ruilen","ruilen","2.5"
"16196","brick","ruilen met iets anders","ruilen anders","2.5"
"16197","brick","Ruilmiddel","ruilmiddel","2.5"
"16198","brick","gebruiken als ruilproduct ter vervanging van geld","ruilproduct ter vervanging geld","2.5"
"16199","brick","Ruimtelijk inzicht verkrijgen","ruimtelijk inzicht verkrijgen","3.5"
"16200","brick","ruimtelijke structuren maken","ruimtelijke structuren","3"
"16201","brick","ruit mee in gooien","ruit gooien","1.5"
"16202","brick","ruit in gooien","ruit gooien","1.5"
"16203","brick","door een ruit gooien","ruit gooien","1.5"
"16204","brick","om een ruit mee door te gooien","ruit gooien","1.5"
"16205","brick","om een ruit mee in te gooien","ruit gooien","1.5"
"16206","brick","door een ruit gooien","ruit gooien","1.5"
"16207","brick","ruit in gooien","ruit gooien","1.5"
"16208","brick","Door een ruit te gooien als je je sleutels vergeten bent en buitengesloten bent",NA,"ruit gooien sleutels vergeten bent buitengesloten bent"
"16209","brick","ruit ingooien","ruit ingooien","1.5"
"16210","brick","ruit ingooien","ruit ingooien","1.5"
"16211","brick","ruit ingooien","ruit ingooien","1.5"
"16212","brick","ruit ingooien","ruit ingooien","1.5"
"16213","brick","Je kunt er een ruit mee ingooien","ruit ingooien","1.5"
"16214","brick","ruit ingooien","ruit ingooien","1.5"
"16215","brick","Een ruit ingooien","ruit ingooien","1.5"
"16216","brick","een ruit ingooien al","ruit ingooien","1.5"
"16217","brick","ruit ingooien","ruit ingooien","1.5"
"16218","brick","ruit ingooien","ruit ingooien","1.5"
"16219","brick","Ruit ingooien","ruit ingooien","1.5"
"16220","brick","ruit ingooien","ruit ingooien","1.5"
"16221","brick","een ruit ingooien","ruit ingooien","1.5"
"16222","brick","een ruit ingooien","ruit ingooien","1.5"
"16223","brick","Ruit ingooien om iemand te redden uit brandend gebouw","ruit ingooien redden brandend gebouw","3"
"16224","brick","om ruiten in te gooien","ruiten gooien","1.5"
"16225","brick","ruiten ingooien","ruiten ingooien","1.5"
"16226","brick","ruiten ingooien","ruiten ingooien","1.5"
"16227","brick","ruiten ingooien","ruiten ingooien","1.5"
"16228","brick","ruiten ingooien","ruiten ingooien","1.5"
"16229","brick","ruzie maken","ruzie","2.5"
"16230","brick","iets saboteren","saboteren","2.5"
"16231","brick","samen in balans houden","samen balans houden","2.5"
"16232","brick","samen vasthouden","samen vasthouden","2.5"
"16233","brick","scheiding","scheiding","2.5"
"16234","brick","scheikundig analyseren","scheikundig analyseren","3"
"16235","brick","schep","schep","2.5"
"16236","brick","scherm kapotmaken","scherm kapotmaken","2"
"16237","brick","van een scheve poot","scheve poot","2"
"16238","brick","Scheven tafel ondersteunen","scheven tafel ondersteunen","2"
"16239","brick","schilderen","schilderen","2.5"
"16240","brick","schilderen","schilderen","2.5"
"16241","brick","na schilderen","schilderen","3.5"
"16242","brick","schilderen","schilderen","2.5"
"16243","brick","om op te schilderen","schilderen","2.5"
"16244","brick","schilderen","schilderen","2.5"
"16245","brick","schilderij van maken","schilderij","3.5"
"16246","brick","een schilderij van maken","schilderij","3.5"
"16247","brick","er een schilderij opzetten","schilderij opzetten","2"
"16248","brick","Je schoenen op zetten","schoenen zetten","2.5"
"16249","brick","schoenensteunb","schoenensteunb","3"
"16250","brick","school","school","2"
"16251","brick","een school bouwen","school bouwen","2"
"16252","brick","schoorsteen bouwen","schoorsteen bouwen","2"
"16253","brick","een schoorsteen van bouwen","schoorsteen bouwen","2"
"16254","brick","schoorsteen bouwen","schoorsteen bouwen","2"
"16255","brick","schoppen","schoppen","1.5"
"16256","brick","schoppen","schoppen","1.5"
"16257","brick","schoppen","schoppen","1.5"
"16258","brick","schorstenen maken","schorstenen","2"
"16259","brick","schrijfblok","schrijfblok","3"
"16260","brick","schrijfgerei","schrijfgerei","3"
"16261","brick","schrijfgerei (rode uitslag)","schrijfgerei","3"
"16262","brick","als schrijfmiddel","schrijfmiddel","2.5"
"16263","brick","om op te schrijve","schrijve","2.5"
"16264","brick","mee schrijven","schrijven","2.5"
"16265","brick","in schrijven","schrijven","2.5"
"16266","brick","om op te schrijven/tekenen","schrijven tekenen","2.5"
"16267","brick","schuren","schuren","2.5"
"16268","brick","iets schuren","schuren","2.5"
"16269","brick","om iets mee te schuren","schuren","2.5"
"16270","brick","schuren","schuren","2.5"
"16271","brick","schutting bouwen","schutting bouwen","2.5"
"16272","brick","schuur","schuur","2"
"16273","brick","schuur bouwen","schuur bouwen","2"
"16274","brick","in de schuur plaatsen","schuur plaatsen","2.5"
"16275","brick","als schuurmachine","schuurmachine","2.5"
"16276","brick","als schuurmiddel","schuurmiddel","2.5"
"16277","brick","als schuurpaal voor de kat","schuurpaal kat","3"
"16278","brick","als schuurpapier","schuurpapier","2.5"
"16279","brick","schuurtje","schuurtje","2"
"16280","brick","als scrub gebruiken voor in de douche","scrub douche","3.5"
"16281","brick","iemand mee scrubben","scrubben","3.5"
"16282","brick","scrubben","scrubben","3.5"
"16283","brick","sculpturen maken","sculpturen","3"
"16284","brick","sculpturen","sculpturen","3"
"16285","brick","servies mee maken","servies","3"
"16286","brick","een setting bouwen","setting bouwen","2.5"
"16287","brick","sextoy","sextoy","4.5"
"16288","brick","sexueel genot","sexueel genot","4"
"16289","brick","slaan","slaan","2"
"16290","brick","om iets mee in te slaan","slaan","2"
"16291","brick","Je kunt er iemand mee slaan","slaan","2"
"16292","brick","iemand mee slaan","slaan","2"
"16293","brick","iemand slaan","slaan","2"
"16294","brick","iemand mee slaan","slaan","2"
"16295","brick","iemand slaan","slaan","2"
"16296","brick","iemand slaan","slaan","2"
"16297","brick","slaan","slaan","2"
"16298","brick","om iemand mee te slaan","slaan","2"
"16299","brick","iemand slaan","slaan","2"
"16300","brick","Om mij te slaan aangezien ik niet na iedere oplossing enter drukte","slaan aangezien niet iedere oplossing enter drukte","3"
"16301","brick","gebruiken om te slijpen","slijpen","2.5"
"16302","brick","slijper","slijper","2.5"
"16303","brick","als slijpsteen voor het konijn","slijpsteen konijn","3"
"16304","brick","Als sloopinstrument","sloopinstrument","1.5"
"16305","brick","in de sloot gooien","sloot gooien","1.5"
"16306","brick","slopen van iets","slopen","1.5"
"16307","brick","om iets te slopen","slopen","1.5"
"16308","brick","iets slopen","slopen","1.5"
"16309","brick","Gebruiken om iets te slopen (raam bijvoorbeeld)","slopen","1.5"
"16310","brick","om iets mee te slopen","slopen","1.5"
"16311","brick","slopen","slopen","1.5"
"16312","brick","iets mee slopen of hameren","slopen hameren","2"
"16313","brick","slot","slot","3.5"
"16314","brick","slot losslaan","slot losslaan","3"
"16315","brick","een slot openslaan","slot openslaan","3"
"16316","brick","als slotenbreker","slotenbreker","3"
"16317","brick","als smaakmaker","smaakmaker","4"
"16318","brick","je kan er iets op sneden","sneden","3"
"16319","brick","iets snijden","snijden","3"
"16320","brick","snijplank","snijplank","3"
"16321","brick","snijplank","snijplank","3"
"16322","brick","snuiven","snuiven","4"
"16323","brick","als sokkel voor je living statue","sokkel living statue","3"
"16324","brick","Als sokkel voor een standbeeld","sokkel standbeeld","2.5"
"16325","brick","je kan ze een soort van beeldhouwen","soort beeldhouwen","2"
"16326","brick","om een soort plank voor aan de muur mee te maken","soort plank muur","2.5"
"16327","brick","het is een soort schat die je steeds van elkaar moet proberen te veroveren",NA,"soort schat steeds elkaar proberen veroveren"
"16328","brick","als een soort zware blokken","soort zware blokken","2"
"16329","brick","Speelatribuut","speelatribuut","2"
"16330","brick","speelgoed","speelgoed","2"
"16331","brick","als speelgoed","speelgoed","2"
"16332","brick","Speelgoed","speelgoed","2"
"16333","brick","speelgoed","speelgoed","2"
"16334","brick","speelgoed","speelgoed","2"
"16335","brick","als speelgoed","speelgoed","2"
"16336","brick","Als speelgoed gebruiken","speelgoed","2"
"16337","brick","speelgoed","speelgoed","2"
"16338","brick","als speelgoed","speelgoed","2"
"16339","brick","Als speelgoed","speelgoed","2"
"16340","brick","Speelgoed","speelgoed","2"
"16341","brick","speelhuisje","speelhuisje","2.5"
"16342","brick","Een speelplaats maken voor kinderen en dan stellen dat ze de bakstenen plek niet mogen verlaten","speelplaats kinderen stellen bakstenen plek niet mogen verlaten","3"
"16343","brick","gebruiken als speeltje voor je kat","speeltje kat","3.5"
"16344","brick","een speeltje voor je kat","speeltje kat","3.5"
"16345","brick","Speelveld mee aangeven","speelveld aangeven","3"
"16346","brick","speelvelden maken","speelvelden","3"
"16347","brick","spel","spel","2"
"16348","brick","voor een spel als goal 2 rijen bakstenen maken","spel goal rijen bakstenen","2.5"
"16349","brick","om een spel mee te spelen (overgooien)","spel spelen","2"
"16350","brick","spel waarbij je er tegen aan kunt gooien bij elkaar","spel waarbij tegen gooien elkaar","2.5"
"16351","brick","spelechtige oefening door er overheen te moeten springen","spelechtige oefening overheen moeten springen","2.5"
"16352","brick","om mee te spelen","spelen","2"
"16353","brick","spelen","spelen","2"
"16354","brick","spelen","spelen","2"
"16355","brick","om mee te spelen","spelen","2"
"16356","brick","om mee te spelen","spelen","2"
"16357","brick","spelen","spelen","2"
"16358","brick","je kan ze gebruiken om mee te spelen","spelen","2"
"16359","brick","je kan er mee spelen","spelen","2"
"16360","brick","je kan ze gebruiken om mee te spelen","spelen","2"
"16361","brick","om mee te spelen","spelen","2"
"16362","brick","om mee te spelen","spelen","2"
"16363","brick","iets om mee te spelen","spelen","2"
"16364","brick","mee spelen als vriendje","spelen vriendje","3.5"
"16365","brick","spellen spelen","spellen spelen","2"
"16366","brick","in een spelletje","spelletje","2"
"16367","brick","als spelletje","spelletje","2"
"16368","brick","als spelletje jeu de bal ?","spelletje jeu bal","3"
"16369","brick","spelletjes ermee doen","spelletjes","2"
"16370","brick","spelletjes maken","spelletjes","2"
"16371","brick","spelletjes","spelletjes","2"
"16372","brick","spelletjes","spelletjes","2"
"16373","brick","spelletjes","spelletjes","2"
"16374","brick","spelletjes doen","spelletjes","2"
"16375","brick","spelletjes mee doen","spelletjes","2"
"16376","brick","spelletjes bedenken","spelletjes bedenken","2"
"16377","brick","spelletjes mee spelen","spelletjes spelen","2"
"16378","brick","Spelletjes mee spelen","spelletjes spelen","2"
"16379","brick","spelletjes mee spelen","spelletjes spelen","2"
"16380","brick","spelmateriaal","spelmateriaal","2"
"16381","brick","spieren cre<e6>eren!","spieren creÃ«ren","2"
"16382","brick","spieren te kweken","spieren kweken","2"
"16383","brick","spies ondersteuning voor de bbq","spies ondersteuning bbq","3"
"16384","brick","Een spijker mee in hout slaan","spijker hout slaan","2"
"16385","brick","spijker mee inslaan","spijker inslaan","2"
"16386","brick","spijker mee in de muur slaan","spijker muur slaan","2"
"16387","brick","een spijker in een muur mee slaan","spijker muur slaan","2"
"16388","brick","op een spijker slaan als je geen hamer hebt","spijker slaan hamer hebt","2"
"16389","brick","om spijkers mee in te slaan","spijkers slaan","2"
"16390","brick","Een spin pletten","spin pletten","2.5"
"16391","brick","splijten","splijten","1.5"
"16392","brick","sport","sport","2"
"16393","brick","er een sport mee maken (zoals het zo ver mogelijk werpen van een baksteen)","sport","2"
"16394","brick","om sport oefeningen mee te doen","sport oefeningen","2"
"16395","brick","sportatribuut","sportatribuut","2"
"16396","brick","als sportattribuut","sportattribuut","2"
"16397","brick","sporten","sporten","2"
"16398","brick","sportoefeningen mee doen om je spieren te trainen","sportoefeningen spieren trainen","2"
"16399","brick","op springen","springen","2.5"
"16400","brick","springplank","springplank","3.5"
"16401","brick","om spullen in te bewaren","spullen bewaren","2.5"
"16402","brick","Je kunt er spullen op leggen","spullen leggen","2"
"16403","brick","om op te staan (zodat je hoger staat om bijvoorbeeld iets te kunnen zien of pakken)","staan","2"
